chr	start	end	name	category	strand	gene	inferred_strand	svm_prediction	dome_k4me1_up	dome_k4me1_center	dome_k4me1_down	dome_k4me2_up	dome_k4me2_center	dome_k4me2_down	dome_k4me3_up	dome_k4me3_center	dome_k4me3_down	dome_k9ac_up	dome_k9ac_center	dome_k9ac_down	dome_k27ac_up	dome_k27ac_center	dome_k27ac_down	dome_h4k16ac_up	dome_h4k16ac_center	dome_h4k16ac_down	dome_k56ac_up	dome_k56ac_center	dome_k56ac_down	dome_k64ac_up	dome_k64ac_center	dome_k64ac_down	dome_k122ac_up	dome_k122ac_center	dome_k122ac_down	dome_ntac_up	dome_ntac_center	dome_ntac_down	dome_igg_up	dome_igg_center	dome_igg_down	dome_k4me1_centerdown	dome_k4me2_centerdown	dome_k4me3_centerdown	dome_k9ac_centerdown	dome_k27ac_centerdown	dome_h4k16ac_centerdown	dome_k56ac_centerdown	dome_k64ac_centerdown	dome_k122ac_centerdown	dome_ntac_centerdown	dome_igg_centerdown	dome_k4me1_lg_enrich	dome_k4me2_lg_enrich	dome_k4me3_lg_enrich	dome_k9ac_lg_enrich	dome_k27ac_lg_enrich	dome_h4k16ac_lg_enrich	dome_k56ac_lg_enrich	dome_k64ac_lg_enrich	dome_k122ac_lg_enrich	dome_ntac_lg_enrich
chr2	6039734	6039813	atac_L16233	prom_ens	-	ENSDART00000013079	-	enh	1.037	4.789	4.826	0	0	4.015	0.721	1.019	1.094	1.492	3.348	1.667	0.45	2.032	2.103	0.744	2.188	1.972	0	0	2.264	0.974	2.829	2.13	1.396	3.502	1.396	1.43	0	1.704	0	0	0.696	4.823	3.912	1.089	1.883	2.098	1.989	2.178	2.194	1.709	1.629	0.655	4.168	3.257	0.434	1.228	1.443	1.334	1.523	1.539	1.054	0.974
chr2	6065144	6065446	atac_P03115	prom_ens	-	ENSDART00000037698	-	prom	0	3.28	3.876	1.25	2.477	4.344	0.405	1.525	1.39	1.492	2.927	2.913	0.574	1.688	2.061	0.536	1.923	1.93	0	0	2.264	1.551	3.034	3.538	0	1.234	2.093	0.646	0.952	0.646	0.39	0.598	0.39	3.758	4.078	1.423	2.916	1.983	1.928	1.971	3.435	1.934	0.723	0.441	3.317	3.637	0.982	2.475	1.542	1.488	1.531	2.995	1.493	0.282
chr2	6457286	6457409	atac_L16242	prom_umms	-	TCONS_00052559	-	prom	2.381	3.256	4.157	1.91	2.724	2.361	1.39	0.73	1.558	0.447	3.066	2.092	0.891	1.315	1.069	0.744	1.716	1.364	2.264	4.041	0	0.974	0	1.551	0	2.11	2.093	1.704	1.72	1.43	0.39	0	1.164	4.082	2.405	1.488	2.237	1.098	1.407	1.429	1.443	2.094	1.464	1.073	3.008	1.332	0.414	1.164	0.025	0.334	0.356	0.369	1.021	0.391
chr2	6999283	6999385	atac_L16253	prom_ens	+	ENSDART00000050597	-	prom	3.388	2.623	4.069	3.886	0	4.133	1.909	2.063	1.845	2.42	2.188	1.964	2.143	1.997	2.018	0.837	0	1.842	0	0	2.264	1.771	0	3.346	1.396	0	0.861	1.09	1.914	1.935	1.164	0	0.949	3.982	4.001	1.867	1.986	2.016	1.743	2.154	3.22	0.8	1.933	0.883	3.099	3.118	0.984	1.104	1.133	0.86	1.271	2.337	-0.083	1.05
chr2	7189425	7189574	atac_L16257	prom_ens	-	ENSDART00000139703	-	prom	1.037	2.18	2.871	0	3.358	3.589	0.572	1.396	3.663	1.293	3.054	3.224	1.371	2.564	2.752	1.364	1.864	2.303	2.264	0	3.105	1.961	2.083	3.346	0	0	2.345	1.43	0	2.133	0.949	0	0.949	2.798	3.561	3.507	3.203	2.729	2.253	2.93	3.232	2.186	1.981	0.856	1.942	2.705	2.651	2.347	1.873	1.397	2.074	2.377	1.331	1.126
chr2	7246761	7247051	atac_L16262	prom_ens	-	ENSDART00000146434	-	prom	3.653	3.332	3.976	2.361	3.024	1.91	1.39	1.261	2.427	2.092	2.249	2.687	1.731	1.037	1.882	1.008	1.893	1.93	0	0	2.264	0.974	1.413	1.771	0	0	1.786	0.646	1.559	0.646	1.164	0	0	3.854	2.245	2.235	2.6	1.73	1.922	1.981	1.698	1.535	0.907	0	3.854	2.245	2.235	2.6	1.73	1.922	1.981	1.698	1.535	0.907
chr2	7711482	7711558	atac_L16276	prom_ens	-	ENSDART00000163175	-	prom	2.056	4.444	3.769	2.361	3.332	4.837	0.572	1.047	2.029	1.293	1.76	2.687	0.793	1.769	1.677	1.426	2.443	2.335	0	0	2.264	0.568	0	2.281	0	0	1.786	0.646	0	1.704	0.696	0	1.665	3.828	4.769	1.977	2.638	1.683	2.343	2.181	2.197	1.712	1.632	1.593	2.235	3.176	0.384	1.045	0.09	0.75	0.588	0.604	0.119	0.039
chr2	8688628	8688927	atac_P03134	prom_ens	-	ENSDART00000010257	-	prom	4.392	4.074	3.388	3.413	4.721	3.213	1.298	1.664	1.709	1.964	3.049	2.766	2.294	2.703	1.783	2.27	2.849	2.572	0	2.879	2.264	2.542	3.304	2.657	2.093	0	2.093	0.646	2.256	1.09	0.949	1.026	1.516	3.577	3.723	1.699	2.837	2.052	2.641	2.431	2.833	1.813	1.453	1.417	2.16	2.306	0.282	1.419	0.635	1.223	1.013	1.416	0.396	0.036
chr2	9489590	9489666	atac_L16304	prom_ens	-	ENSDART00000146715	-	prom	0	2.986	4.879	1.91	0	4.527	1.2	1.047	1.094	0.447	0	2.766	0.315	1.769	2.061	1.087	0.799	1.842	2.264	0	0	0.974	2.061	3.042	0.861	0	0.861	1.43	0	1.43	1.516	1.604	1.665	4.802	4.427	1.091	2.677	2.042	1.789	0	2.991	0.814	1.364	1.66	3.142	2.766	-0.57	1.016	0.382	0.128	-1.66	1.33	-0.846	-0.296
chr2	9527048	9527306	atac_P03136	prom_ens	-	ENSDART00000157422	-	prom	1.037	3.485	3.653	1.91	3.547	3.886	1.094	2.432	1.909	0	2.728	2.42	0.574	2.185	2.33	0.419	1.668	1.887	0	3.065	2.264	0	2.724	1.961	1.396	2.058	2.093	0	1.066	1.43	0.949	1.487	0.39	3.62	3.823	2.033	2.489	2.301	1.845	2.469	2.154	2.085	1.362	0.693	2.927	3.131	1.34	1.796	1.609	1.152	1.776	1.462	1.393	0.67
chr2	9607765	9607884	atac_L16308	prom_ens	-	ENSDART00000056899	-	prom	1.037	3.299	4.392	0	3.654	4.527	0.217	0.749	1.39	0.447	1.336	2.319	0.166	1.609	2.061	0.293	1.273	1.749	0	0	0	0	2.824	2.657	0	0	1.396	0.646	0	2.464	0.39	1.203	0.696	4.308	4.456	1.334	2.241	2.019	1.705	0	2.675	1.298	2.332	0.759	3.549	3.697	0.575	1.482	1.26	0.946	-0.759	1.916	0.539	1.573
chr2	9744049	9744180	atac_L16309	prom_ens	-	ENSDART00000097732	-	prom	3.065	2.327	3.527	2.704	0	4.133	1.094	1.514	3.568	2.092	3.418	3.332	1.501	2.241	2.877	1.972	1.442	2.201	0	0	3.105	1.771	2.227	3.124	1.786	0	2.345	2.133	1.658	1.704	2.036	0	0.39	3.429	3.966	3.435	3.342	2.816	2.131	2.95	3.045	2.204	1.699	0.35	3.08	3.617	3.086	2.993	2.467	1.781	2.6	2.695	1.855	1.349
chr2	9818615	9818714	atac_L16310	prom_ens	-	ENSDART00000139499	-	prom	2.647	4.477	4.656	3.413	4.452	5.091	0.217	1.399	1.39	1.062	1.502	2.319	0.891	1.511	1.731	0.536	1.095	1.796	0	0	0	1.291	0	2.862	0	0	0.861	0	1.946	2.308	0.39	2.861	1.665	4.64	5.044	1.391	2.262	1.712	1.745	0	2.745	0.801	2.279	1.823	2.817	3.221	-0.432	0.438	-0.111	-0.078	-1.823	0.922	-1.022	0.456
chr2	9915757	9915922	atac_L16311	prom_ens	-	ENSDART00000091644	-	prom	2.871	4.544	4.656	2.704	2.372	3.413	1.636	0.987	1.558	1.062	1.07	2.42	0.315	1.687	1.677	1.796	2.528	1.842	0	0	2.264	1.961	3.055	2.542	1.396	1.796	1.786	0	1.439	1.935	1.351	1.526	0	4.64	3.304	1.49	2.29	1.678	1.962	2.092	2.627	1.787	1.874	0.34	4.3	2.964	1.15	1.95	1.338	1.621	1.752	2.286	1.447	1.534
chr2	9918557	9918698	atac_L16312	prom_ens	+	ENSDART00000081253	-	prom	2.056	3.993	3.236	2.361	3.97	3.745	0.856	1.954	1.558	1.492	2.619	1.492	1.301	2.01	1.62	1.426	1.762	1.649	2.264	0	0	1.771	2.144	1.961	2.093	3.275	2.093	1.43	3.171	1.704	1.516	2.104	2.141	3.354	3.775	1.614	1.689	1.675	1.663	0	1.985	2.303	1.989	2.136	1.217	1.639	-0.523	-0.447	-0.462	-0.473	-2.136	-0.151	0.166	-0.148
chr2	9971632	9971720	atac_L16316	prom_ens	-	ENSDART00000048655	-	prom	2.381	2.803	4.392	2.981	4.059	4.837	0.856	0.942	1.909	1.293	2.357	2.98	1.371	1.623	2.143	1.161	1.187	2.052	2.264	0	2.264	2.657	0	1.961	0.861	3.361	1.786	1.09	0	1.43	0.696	2.177	1.351	4.312	4.787	1.851	2.939	2.107	1.999	2.169	1.872	2	1.354	1.438	2.874	3.349	0.413	1.501	0.669	0.561	0.73	0.434	0.562	-0.084
chr2	10192418	10192551	atac_L16321	prom_ens	-	ENSDART00000128535	-	enh	2.871	4.377	2.056	0	2.628	0	1.094	1.15	0.98	1.492	2.69	0.787	0.793	1.249	1.151	1.008	1.985	1.364	3.105	0	0	2.281	2.21	2.763	0.861	2.024	1.396	1.43	1.643	1.09	0.696	1.736	1.164	2.611	0.686	1.001	1.189	1.163	1.452	0	2.708	1.486	1.167	1.244	1.367	-0.558	-0.243	-0.054	-0.081	0.208	-1.244	1.464	0.242	-0.077
chr2	10338768	10338902	atac_L16326	prom_ens	-	ENSDART00000149584	-	prom	2.871	4.062	3.388	1.91	3.497	4.527	0.217	0.682	1.558	1.823	2.958	2.841	1.151	2.35	2.364	1.161	2.123	1.842	0	0	3.105	1.551	2.202	3.538	0	0	1.396	1.935	2.382	1.43	0.39	0	0.949	3.487	4.438	1.479	2.856	2.363	1.878	2.946	3.431	1.287	1.581	0.864	2.622	3.574	0.614	1.991	1.499	1.014	2.082	2.567	0.422	0.717
chr2	10386668	10386845	atac_L16328	prom_ens	-	ENSDART00000016369	-	prom	3.065	3.688	4.069	2.704	0	3.213	1.298	1.718	1.845	1.062	2.35	2.98	1.301	2.455	2.103	1.008	2.062	2.013	2.264	3.554	0	1.551	2.966	3.042	0	0	2.093	1.09	2.532	2.464	0.949	0.908	0.696	4.018	3.005	1.827	2.902	2.161	2.02	1.387	3.031	1.916	2.474	0.73	3.288	2.275	1.097	2.172	1.431	1.29	0.657	2.301	1.186	1.744
chr2	10564003	10564100	atac_L16332	prom_umms	-	TCONS_00052753	-	prom	2.871	0	3.236	3.213	4.48	4.905	1.2	2.118	2.552	1.293	1.521	2.687	1.301	1.814	1.677	1.232	1.453	1.485	0	0	2.264	1.551	0	2.281	2.093	2.381	1.396	0.646	1.967	1.09	0	1.378	1.164	3.117	4.872	2.518	2.615	1.689	1.482	2.159	2.176	1.516	1.193	1.184	1.933	3.688	1.334	1.431	0.505	0.298	0.975	0.992	0.332	0.009
chr2	10632346	10632503	atac_L16333	prom_ens	-	ENSDART00000111298	-	prom	2.647	0	3.065	1.91	2.431	4.905	1.558	1.84	2.872	2.687	4.367	2.98	1.974	3.473	3.179	2.091	2.078	2.201	2.264	3.713	3.633	2.862	2.837	3.596	1.396	1.848	2.913	1.704	2.2	1.704	1.799	1.573	1.665	2.881	4.735	2.769	3.266	3.222	2.185	3.644	3.514	2.807	1.782	1.653	1.229	3.082	1.116	1.614	1.57	0.532	1.992	1.861	1.154	0.13
chr2	10703590	10703689	atac_L16334	prom_ens	-	ENSDART00000005944	-	prom	2.056	0	3.653	2.704	4.452	4.527	0.405	1.399	1.779	1.492	3.058	3.571	0.891	2.41	2.364	0.419	2.14	2.677	2.264	0	4.019	0.568	1.781	3.124	0.861	0	1.786	0	0	1.704	1.164	1.36	0.949	3.528	4.521	1.748	3.531	2.369	2.636	3.892	3.043	1.691	1.611	0.991	2.537	3.53	0.758	2.54	1.378	1.645	2.901	2.052	0.7	0.62
chr2	11027203	11027408	atac_L16340	prom_ens	-	ENSDART00000081072	-	prom	3.065	4.036	3.976	1.25	2.125	3.413	1.298	1.128	1.39	0.447	1.47	1.492	0.793	0.376	1.371	0.744	1.794	1.161	2.264	4.289	2.264	0.568	1.122	1.291	0	1.581	1.396	0	1.249	0.646	0.39	0.812	0.696	3.986	3.26	1.349	1.489	1.243	1.29	2.87	1.264	1.429	0.768	0.717	3.27	2.544	0.632	0.772	0.527	0.574	2.154	0.547	0.713	0.051
chr2	11648689	11648768	atac_L16349	prom_ens	-	ENSDART00000080925	-	prom	2.381	4.789	5.159	0	3.282	4.015	1.094	2.616	0.405	1.823	2.483	1.964	1.069	2.494	2.061	1.364	2.188	1.596	2.264	0	2.264	0.568	0	2.763	1.396	0	2.345	1.43	0	1.43	0.39	0	1.164	5.135	3.972	0.745	2.009	2.098	1.649	2.178	2.67	2.258	1.362	1.104	4.031	2.868	-0.359	0.905	0.994	0.545	1.074	1.566	1.154	0.258
chr2	11662893	11663029	atac_L16350	prom_ens	-	ENSDART00000136748	-	prom	2.381	3.127	3.976	1.91	3.477	5.405	0.98	0.674	1.636	0.447	2.322	2.42	0.45	1.483	1.833	0.744	1.617	2.052	2.264	0	0	1.291	1.472	3.124	0	2.808	1.786	0	0	1.43	0.39	1.097	1.799	3.897	5.272	1.549	2.409	1.795	2.007	0	3.001	1.954	1.317	1.731	2.166	3.54	-0.182	0.678	0.064	0.275	-1.731	1.27	0.223	-0.414
chr2	13254711	13255003	atac_P03154	prom_ens	-	ENSDART00000022621	-	prom	3.388	4.899	3.976	1.91	3.679	3.589	0.856	0.353	0.856	0.787	3.182	2.515	1.437	2.251	2.463	1.232	2.22	1.972	2.264	0	0	1.771	2.359	2.862	2.093	2.72	2.093	0.646	1.553	1.43	0.696	1.044	0.949	4.242	3.61	0.757	2.695	2.418	2.032	0	2.763	2.26	1.458	0.971	3.271	2.639	-0.214	1.724	1.447	1.061	-0.971	1.792	1.289	0.488
chr2	13268524	13268680	atac_L16387	prom_ens	-	ENSDART00000127693	-	prom	1.037	0	3.876	0	3.298	4.97	1.636	2.505	2.511	1.823	3.519	3.107	0.983	1.743	2.495	1.161	2.085	2.599	0	3.721	4.019	2.657	2.033	3.202	0.861	0	2.56	1.704	2.684	1.935	0.39	0.995	0.949	3.682	4.83	2.51	3.17	2.414	2.54	3.982	3.089	2.389	2.062	0.955	2.727	3.874	1.555	2.215	1.459	1.584	3.027	2.134	1.433	1.107
chr2	13333943	13334070	atac_L16388	prom_ens	-	ENSDART00000168258	-	enh	2.056	2.363	3.653	1.91	0	1.25	0.98	1.187	1.094	1.667	0	1.964	1.301	2.413	2.182	1.426	2.035	1.232	0	0	0	2.281	2.744	2.281	2.093	0	0.861	0.646	0	0.646	0.39	0	0.949	3.553	1.153	1.105	1.838	2.21	1.348	0	2.341	0.786	0.586	0.868	2.685	0.285	0.237	0.97	1.342	0.48	-0.868	1.473	-0.082	-0.282
chr2	14426458	14426982	atac_L16422	prom_ens	-	ENSDART00000162816	-	prom	1.037	3.591	4.463	0	2.306	3.213	1.094	1.162	1.298	1.492	1.449	2.319	0.574	1.395	2.103	1.161	1.702	1.542	2.264	0	0	0.974	2.078	1.771	0	1.355	1.786	1.704	1.387	1.09	0.39	0.916	0.39	4.218	2.961	1.253	2.075	1.896	1.599	0	1.884	1.652	1.199	0.593	3.625	2.368	0.659	1.482	1.303	1.005	-0.593	1.291	1.059	0.606
chr2	14606842	14606948	atac_L16436	prom_umms	-	rna3171	-	enh	1.037	3.99	3.653	1.25	2.908	1.91	0.217	1.339	1.094	0.447	0	0.787	0.315	0.656	0.574	0	0	0.419	0	0	0	0	0	1.291	0	0	0.861	0.646	1.873	1.43	0	0	1.351	3.689	2.042	1.119	0.728	0.582	0.384	0	1.207	0.797	1.479	1.264	2.425	0.778	-0.145	-0.536	-0.682	-0.88	-1.264	-0.057	-0.467	0.215
chr2	14713379	14713477	atac_L16449	prom_ens	+	ENSDART00000116298	-	enh	1.037	0	1.635	0	0	0	0.217	0	0.217	0.787	1.511	1.492	0.45	2.244	2.495	0.154	0.654	1.232	0	0	2.264	0.568	1.791	2.13	0	0	2.093	0	0	2.604	0	0	1.351	1.544	0	0.199	1.494	2.474	1.189	2.158	2.103	1.99	2.493	1.27	0.274	-1.27	-1.071	0.224	1.204	-0.081	0.888	0.832	0.72	1.222
chr2	15033110	15033203	atac_L16483	prom_ens	-	ENSDART00000145974	-	prom	1.635	0	4.463	0	0	3.745	1.2	2.422	1.97	0.447	0	2.319	1.069	1.858	2.258	1.232	2.387	2.303	0	0	0	0.974	3.134	2.763	0.861	0	2.747	1.43	0	1.43	1.351	2.116	1.164	4.34	3.627	2.014	2.217	2.228	2.31	0	2.799	2.639	1.35	1.274	3.066	2.353	0.74	0.943	0.954	1.036	-1.274	1.525	1.365	0.076
chr2	16380253	16380328	atac_L16501	prom_ens	-	ENSDART00000149992	-	enh	2.871	3.003	1.635	1.25	0	1.25	0.405	1.057	0.721	0.787	1.773	0.787	0.45	0	0.166	0.154	1.7	0.837	0	0	0	0.974	2.894	0.974	0	2.687	0.861	1.09	2.252	1.09	0	0	1.351	1.786	1.191	0.747	0.883	0.155	0.918	0	1.23	1.097	1.21	1.288	0.497	-0.097	-0.541	-0.406	-1.133	-0.371	-1.288	-0.058	-0.191	-0.078
chr2	16449516	16449670	atac_L16502	prom_ens	+	ENSDART00000005381	-	prom	2.647	0	3.236	3.413	3.851	4.015	1.2	1.367	2.029	2.515	3.012	1.492	1.501	1.13	1.371	1.887	1.498	1.649	0	0	0	2.13	2.047	1.291	1.396	1.868	1.786	0.646	1.502	1.43	1.164	0	1.351	3.052	3.994	1.956	1.813	1.341	1.63	0	1.418	1.797	1.44	1.229	1.824	2.766	0.727	0.585	0.112	0.401	-1.229	0.189	0.569	0.211
chr2	16565579	16565689	atac_L16505	prom_ens	-	ENSDART00000022549	-	enh	2.056	3.401	3.876	1.25	0	1.91	1.477	1.683	1.2	1.492	2.925	2.092	0.687	1.077	0.983	0.536	1.606	1.232	0	0	0	0.974	2.429	1.771	0.861	3.074	0.861	1.704	2.616	1.704	1.665	1.933	0.949	3.835	1.801	1.255	2.2	0.992	1.274	0	1.851	1.305	1.825	1.082	2.753	0.719	0.173	1.118	-0.09	0.192	-1.082	0.769	0.223	0.743
chr2	17114788	17115081	atac_L16520	prom_ens	-	ENSDART00000006549	-	prom	1.037	3.033	3.876	1.91	3.38	4.015	1.39	1.684	2.241	1.667	2.415	2.21	1.882	1.89	1.974	1.161	1.723	1.649	0	0	2.264	2.763	3.33	2.657	0.861	0	0.861	1.704	1.549	1.09	0	1.371	0.949	3.723	3.894	2.133	2.259	1.956	1.666	1.979	2.839	0.706	1.208	1.056	2.668	2.838	1.077	1.203	0.9	0.61	0.923	1.783	-0.35	0.152
chr2	17492051	17492210	atac_L16522	prom_ens	-	ENSDART00000024302	-	prom	2.056	2.108	2.056	3.589	3.808	2.361	0.572	1.339	3.401	1.823	2.476	2.42	0.793	1.724	1.677	1.008	1.642	1.649	0	0	2.264	1.961	2.012	1.771	0.861	0	2.345	0.646	2.186	1.43	0.949	0	0.696	2.063	2.668	3.242	2.428	1.683	1.648	2.098	1.806	2.177	1.56	0.618	1.445	2.049	2.624	1.81	1.065	1.03	1.48	1.188	1.558	0.942
chr2	17828278	17828393	atac_L16526	prom_ens	-	ENSDART00000083314	-	enh	1.037	2.479	3.527	1.25	2.806	1.25	1.2	0.77	0.405	0.787	1.366	1.823	1.301	1.869	1.882	0.926	2.296	1.232	0	0	0	1.551	2.866	2.657	0	2.186	0.861	1.704	1.789	2.133	1.164	1.231	0.949	3.448	1.514	0.447	1.782	1.88	1.386	0	2.68	1.069	2.101	0.981	2.467	0.533	-0.533	0.802	0.9	0.405	-0.981	1.699	0.088	1.121
chr2	17947145	17947333	atac_L16529	prom_refseq	-	XM_009298466.3	-	enh	1.037	3.906	4.826	0	0	2.361	0.98	0.897	0.405	0.447	2.281	2.319	0.687	0.981	1.301	0.293	1.135	0.744	0	0	0	0	1.191	0.974	0.861	2.417	2.56	1.09	1.323	1.09	1.164	0	0.696	4.714	2.164	0.495	2.313	1.255	0.813	0	1.011	2.538	1.13	0.606	4.108	1.558	-0.111	1.707	0.649	0.207	-0.606	0.405	1.932	0.524
chr2	18830735	18830902	atac_L16545	prom_ens	-	ENSDART00000165698	-	prom	1.635	2.053	4.771	0	2.359	2.704	0.98	1.556	1.2	1.492	2.685	1.293	0.793	0.791	1.228	1.008	1.885	1.087	0	0	0	0.568	1.289	1.771	0.861	1.784	0.861	0.646	0	1.43	1.164	1.514	1.164	4.585	2.659	1.256	1.595	1.173	1.232	0	1.711	1.035	1.294	1.219	3.365	1.44	0.037	0.375	-0.046	0.013	-1.219	0.491	-0.184	0.074
chr2	19234316	19234523	atac_L16549	prom_ens	-	ENSDART00000161106	-	prom	4.157	1.824	1.037	3.745	3.458	2.981	1.298	1.903	2.935	1.293	3.002	2.515	1.677	2.085	1.783	0.837	1.666	1.649	2.264	0	3.105	1.771	2.771	1.771	2.56	0	0.861	0	0	1.704	1.516	0.806	1.164	1.207	3.075	2.802	2.611	1.839	1.652	2.868	1.999	0.745	1.522	1.108	0.098	1.966	1.694	1.503	0.731	0.543	1.76	0.891	-0.363	0.413
chr2	19237306	19237383	atac_L16551	prom_ens	+	ENSDART00000159311	-	prom	3.065	5.136	4.594	3.213	5.516	4.611	1.2	3.236	1.709	1.823	3.382	2.515	0.793	1.37	1.882	0.837	2.217	1.842	0	0	2.264	0.568	0	1.291	0.861	0	2.093	0	0	0.646	0	1.591	0.696	4.64	4.699	1.891	2.597	1.85	1.873	2.18	1.229	2.011	0.608	0.782	3.858	3.916	1.109	1.815	1.068	1.09	1.398	0.447	1.229	-0.174
chr2	19354400	19354623	atac_L16554	prom_ens	-	ENSDART00000168627	-	prom	1.037	3.384	4.24	0	0	4.439	1.39	1.669	2.383	1.823	2.743	3.045	1.228	2.811	2.615	1.008	2.009	2.677	0	0	3.105	1.961	3.271	3.653	0.861	0	2.345	1.935	1.82	2.604	0.39	0	1.164	4.117	4.163	2.276	2.995	2.653	2.576	2.852	3.59	2.117	2.49	1.01	3.107	3.153	1.266	1.985	1.643	1.566	1.842	2.58	1.107	1.48
chr2	20599283	20599380	atac_L16570	prom_ens	-	ENSDART00000114199	-	enh	3.388	4.111	4.53	1.91	0	3.745	1.094	1.81	1.2	1.823	1.521	1.823	1.783	2.736	1.437	1.364	1.963	1.3	0	0	2.264	1.961	3.452	2.281	0.861	2.381	2.345	1.43	2.77	1.704	1.665	2.535	1.351	4.497	3.622	1.265	1.799	1.613	1.372	2.159	2.432	2.348	1.837	1.504	2.993	2.118	-0.239	0.295	0.108	-0.132	0.655	0.928	0.844	0.333
chr2	20866742	20866920	atac_L16576	prom_ens	+,-	ENSDART00000165374	-	prom	2.647	0	1.635	3.745	3.129	3.213	2.029	2.587	3.992	3.045	4.274	3.656	1.929	2.254	2.901	2.201	2.26	2.727	0	3.546	4.574	2.417	3.191	2.763	2.093	2.482	2.56	1.43	2.526	1.704	1.799	1.455	0.949	1.479	3.201	3.85	3.768	2.82	2.665	4.458	2.836	2.548	1.862	1.038	0.441	2.163	2.812	2.731	1.782	1.628	3.421	1.799	1.511	0.825
chr2	20981733	20981958	atac_P03180	prom_ens	-	ENSDART00000113384	-	prom	1.635	3.666	3.527	2.361	4.489	3.589	1.094	1.057	1.909	1.293	3.18	3.224	1.62	2.743	2.699	1.7	2.584	2.398	0	0	3.105	0.974	3.088	2.763	1.786	3.045	2.345	1.43	2.252	1.43	0	1.25	0.696	3.553	3.802	1.786	3.216	2.707	2.434	2.85	2.829	2.502	1.62	0.815	2.738	2.987	0.971	2.401	1.892	1.619	2.035	2.014	1.687	0.805
chr2	21170505	21170623	atac_L16585	prom_ens	-	ENSDART00000135417	-	enh	3.236	3.846	3.769	1.25	0	3.213	1.477	1.614	0.98	1.492	1.343	1.293	1.151	1.842	1.929	1.087	2.266	1.649	0	0	0	2.281	3.488	3.346	1.786	2.157	1.396	2.133	1.762	1.09	0.39	0	1.351	3.777	3.07	1.062	1.299	1.92	1.728	0	3.361	1.498	1.178	1.255	2.522	1.815	-0.193	0.044	0.665	0.473	-1.255	2.106	0.243	-0.077
chr2	21352033	21352108	atac_L16590	prom_ens	-	ENSDART00000057021	-	enh	3.653	5.647	4.656	0	0	1.25	0.721	1.057	0.721	1.293	1.773	1.293	0.793	1.783	1.437	1.232	1.999	1.087	0	0	3.105	0	2.076	1.551	1.786	2.687	1.786	0.646	0	1.09	0.696	0	0.39	4.752	1.191	0.747	1.333	1.464	1.173	3.014	1.594	1.871	1.036	0.366	4.386	0.825	0.382	0.967	1.099	0.807	2.648	1.229	1.505	0.67
chr2	21438508	21438617	atac_L16591	prom_ens	-	ENSDART00000046098	-	prom	2.647	3.413	4.771	2.361	4.32	3.413	1.298	1.692	2.29	1.492	2.114	1.667	1.882	1.926	1.833	1.649	1.615	1.161	2.264	0	0	2.13	2.44	2.417	2.345	2.246	0	0.646	0	0.646	1.799	0	0.39	4.682	3.532	2.241	1.718	1.842	1.213	0	2.419	0.452	0.594	0.356	4.327	3.176	1.885	1.362	1.487	0.857	-0.356	2.064	0.096	0.238
chr2	21618588	21618675	atac_L16599	prom_umms	-	TCONS_00053199	-	prom	2.871	4.259	4.157	1.91	3.158	3.413	0.856	1.518	1.558	3.383	3.223	3.432	3.119	3.692	3.309	1.649	1.555	2.091	2.264	4.515	4.574	3.906	4.535	3.996	2.56	0	1.786	1.935	2.086	2.308	2.141	2.19	1.351	4.165	3.394	1.555	3.417	3.343	2.055	4.569	4.047	1.702	2.291	1.439	2.726	1.955	0.116	1.977	1.904	0.616	3.13	2.608	0.263	0.852
chr2	21820542	21820720	atac_L16613	prom_ens	-	ENSDART00000135230	-	prom	4.24	0	1.635	2.981	3.658	2.981	1.779	3.128	3.607	2.841	3.932	3.279	1.929	2.697	2.221	2.052	2.161	2.335	3.105	0	0	2.862	2.959	2.763	2.345	1.719	0.861	1.704	2.061	1.09	1.164	0.904	0.696	1.479	3.106	3.544	3.399	2.304	2.31	0	2.794	1.028	1.286	0.729	0.749	2.376	2.815	2.669	1.574	1.581	-0.729	2.065	0.299	0.556
chr2	21847799	21847980	atac_L16618	prom_ens	-	ENSDART00000003940	-	prom	1.635	3.281	3.653	0	3.107	4.015	0.721	1.696	3.134	0.787	3.003	2.515	0.983	1.886	2.495	1.232	1.801	1.796	0	0	2.264	0.974	1.874	2.862	0	1.702	2.093	1.43	2.042	1.43	0.696	1.44	0.39	3.602	3.908	2.988	2.601	2.417	1.797	2.077	2.748	2.039	1.542	0.609	2.993	3.299	2.379	1.992	1.808	1.188	1.469	2.139	1.43	0.933
chr2	22492220	22492303	atac_L16635	prom_ens	-	ENSDART00000168022	-	prom	3.388	4.323	3.236	2.704	4.139	4.242	1.094	2.556	2.703	2.092	2.425	2.766	2.221	2.929	2.877	1.542	2.521	2.129	2.264	4.58	0	3.042	3.957	2.763	0.861	0	2.747	1.935	0	2.464	1.164	0	0.39	3.355	4.235	2.692	2.743	2.881	2.163	1.462	2.899	2.65	2.37	0.363	2.992	3.871	2.329	2.38	2.518	1.799	1.099	2.536	2.287	2.007
